japanese,kana,english
夕食はいりません。,ゆうしょく はいりません。,I don't want dinner.
誕生パーティーはいりません。,たんじょう パーティー はいりません。,I don't want a birthday party.
彼は旗をかかげた。,かれ は はた を かかげた。,He put up a flag.
まかせてちょうだい。,まかせて ちょうだい。,Consider it done.
子犬が死んで、悲しくてたまりません。,こいぬ が しんで、かなしく て たまりません。,"My puppy died, and I'm terribly upset."
会員の名前をひとりひとりあげてください。,かいいん の なまえ を ひとりひとり あげてください。,"Mention each member by name, please."
彼は息子の肩をつかんで揺すった。,かれ は むすこ の かた を つかんで ゆすった。,He shook his son by the shoulder.
彼は私の手をつかんで二階へ引っ張って行った。,かれ は わたし の て を つかんで にかい へ ひっぱっていった。,He caught my hand and pulled me to the second floor.
彼はそう簡単に私を許してはくれないでしょう。,かれ は そう かんたん に わたし を ゆるしてはくれないでしょう。,He isn't going to forgive me so easily.
昨日はでかけないで読書で日を過ごした。,きのう は でかけない で どくしょ で ひ を すごした。,I spent yesterday reading instead of going out.
それは、しかたないです。,それ は、しかた ないです。,That's pretty normal.
いりません。,いりません。,I don't need it.
心配いりません。,しんぱい いりません。,Don't worry about that.
これは気にいりません。,これ は きにいりません。,I don't like this.
もうこれ以上いりません。,もう これ いじょう いりません。,I don't want any more.
水面に枯葉が浮かんでいる。,すいめん に かれは が うかんでいる。,Dry leaves float on the water's surface.
彼女の目には涙が浮かんでいた。,かのじょ の め には なみだ が うかんでいた。,I saw tears in her eyes.
雲が空にぽっかりと浮かんでいた。,くも が そら に ぽっかり と うかんでいた。,A cloud floated across the sky.
１枚の落ち葉が水面に浮かんでいた。,１まい の おちば が すいめん に うかんでいた。,A fallen leaf floated on the surface of the water.
手がかじかんで指がうまく動かないよ。,て が かじかんで ゆび が うまく うごかない よ。,My hand is so numb with cold that I can't move my fingers.
穏やかな海にヨットが二三浮かんでいる。,おだやか な うみ に ヨット が にさん うかんでいる。,There are a few yachts on the calm sea.
なんでもかんでも好き勝手にはさせないぞ。,なん でも かんでも すき かって には させない ぞ。,You shall not have your own way in everything.
聞いた事をなんでもかんでも信じてはいけない。,きいた こと を なん でも かんでも しんじてはいけない。,Don't believe everything you hear.
